
minsithumaung@connect-172-31-3-24 csce_412_project_3 % make
mkdir -p obj
mkdir -p bin
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/LoadBalancer.cpp -o obj/LoadBalancer.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/Request.cpp -o obj/Request.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/WebServer.cpp -o obj/WebServer.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/main.cpp -o obj/main.o
g++  obj/LoadBalancer.o  obj/Request.o  obj/WebServer.o  obj/main.o -o bin/load_balancer
./bin/load_balancer
Enter the number of servers: 10
Enter the duration (clock cycles) to run the load balancer: 10000
Added request with IP in: 47.64.214.29, IP out: 116.130.41.164, processing time: 7
Added request with IP in: 18.233.231.176, IP out: 74.78.239.205, processing time: 5
Added request with IP in: 107.3.73.38, IP out: 194.249.66.234, processing time: 4
Added request with IP in: 109.153.224.62, IP out: 16.124.255.193, processing time: 51
Added request with IP in: 80.252.187.58, IP out: 101.87.85.214, processing time: 98
Added request with IP in: 74.70.145.181, IP out: 69.169.141.153, processing time: 88
Added request with IP in: 38.39.78.160, IP out: 117.14.50.170, processing time: 23
Added request with IP in: 108.165.150.29, IP out: 156.220.175.145, processing time: 5
Added request with IP in: 29.30.137.230, IP out: 195.143.181.103, processing time: 82
Added request with IP in: 48.160.38.65, IP out: 226.37.68.168, processing time: 52
Added request with IP in: 71.230.203.197, IP out: 127.90.90.85, processing time: 66
Added request with IP in: 59.30.43.151, IP out: 183.145.180.250, processing time: 16
Added request with IP in: 123.249.42.207, IP out: 48.70.150.22, processing time: 37
Added request with IP in: 188.203.77.174, IP out: 200.5.13.237, processing time: 38
Added request with IP in: 40.241.71.213, IP out: 205.235.2.148, processing time: 44
Added request with IP in: 250.81.206.4, IP out: 82.129.232.22, processing time: 1
Added request with IP in: 80.248.250.252, IP out: 214.10.165.3, processing time: 97
Added request with IP in: 47.36.113.64, IP out: 39.146.255.202, processing time: 71
Added request with IP in: 132.233.7.214, IP out: 136.135.235.51, processing time: 28
Added request with IP in: 1.89.255.183, IP out: 202.108.158.102, processing time: 37
Added request with IP in: 48.94.88.216, IP out: 243.62.78.219, processing time: 58
Added request with IP in: 237.200.171.71, IP out: 153.234.6.176, processing time: 77
Added request with IP in: 164.176.233.43, IP out: 20.40.184.248, processing time: 97
Added request with IP in: 72.124.76.12, IP out: 31.237.99.145, processing time: 94
Added request with IP in: 85.100.226.237, IP out: 48.153.171.131, processing time: 4
Added request with IP in: 133.217.157.214, IP out: 29.255.79.163, processing time: 9
Added request with IP in: 27.7.72.8, IP out: 150.246.136.186, processing time: 31
Added request with IP in: 30.249.9.64, IP out: 165.113.200.196, processing time: 45
Added request with IP in: 251.58.41.65, IP out: 4.156.73.145, processing time: 75
Added request with IP in: 155.72.218.36, IP out: 53.87.89.234, processing time: 35
Added request with IP in: 31.42.193.168, IP out: 59.35.20.69, processing time: 98
Added request with IP in: 153.228.250.85, IP out: 193.145.190.32, processing time: 42
Added request with IP in: 71.103.108.197, IP out: 153.21.39.238, processing time: 99
Added request with IP in: 167.65.71.244, IP out: 23.100.107.249, processing time: 68
Added request with IP in: 116.73.210.142, IP out: 43.200.71.199, processing time: 12
Added request with IP in: 168.184.75.199, IP out: 223.99.42.36, processing time: 60
Added request with IP in: 105.154.54.77, IP out: 117.195.111.112, processing time: 57
Added request with IP in: 155.157.232.118, IP out: 169.255.39.119, processing time: 94
Added request with IP in: 120.168.81.108, IP out: 90.15.157.216, processing time: 8
Added request with IP in: 99.156.157.207, IP out: 101.137.88.254, processing time: 95
Added request with IP in: 149.42.237.166, IP out: 161.8.62.80, processing time: 68
Added request with IP in: 13.112.67.249, IP out: 252.195.108.186, processing time: 13
Added request with IP in: 190.221.39.157, IP out: 0.96.114.213, processing time: 30
Added request with IP in: 120.99.89.94, IP out: 45.64.122.48, processing time: 6
Added request with IP in: 139.69.159.183, IP out: 174.249.95.28, processing time: 62
Added request with IP in: 251.114.50.154, IP out: 187.186.117.92, processing time: 42
Added request with IP in: 117.174.167.160, IP out: 118.113.24.213, processing time: 65
Added request with IP in: 95.19.84.166, IP out: 84.30.27.128, processing time: 82
Added request with IP in: 196.224.230.13, IP out: 222.226.182.48, processing time: 52
Added request with IP in: 35.73.92.62, IP out: 206.223.129.222, processing time: 67
Added request with IP in: 26.229.66.64, IP out: 78.61.107.62, processing time: 21
Added request with IP in: 146.122.245.93, IP out: 36.53.58.30, processing time: 95
Added request with IP in: 155.41.30.187, IP out: 104.76.67.18, processing time: 12
Added request with IP in: 121.203.80.29, IP out: 46.118.2.71, processing time: 71
Added request with IP in: 233.242.168.194, IP out: 248.143.194.227, processing time: 1
Added request with IP in: 199.70.37.91, IP out: 42.96.38.38, processing time: 90
Added request with IP in: 67.41.37.146, IP out: 141.219.177.174, processing time: 31
Added request with IP in: 229.76.209.216, IP out: 185.81.93.0, processing time: 38
Added request with IP in: 248.51.80.14, IP out: 215.141.88.110, processing time: 57
Added request with IP in: 133.180.227.232, IP out: 182.129.159.156, processing time: 16
Added request with IP in: 199.86.235.70, IP out: 164.145.88.78, processing time: 90
Added request with IP in: 96.214.158.128, IP out: 104.134.38.55, processing time: 40
Added request with IP in: 125.185.146.240, IP out: 186.218.190.19, processing time: 79
Added request with IP in: 70.51.234.91, IP out: 147.14.142.34, processing time: 35
Added request with IP in: 27.73.157.84, IP out: 40.236.43.203, processing time: 6
Added request with IP in: 194.157.82.31, IP out: 146.255.249.251, processing time: 72
Added request with IP in: 1.179.231.10, IP out: 88.243.220.137, processing time: 98
Added request with IP in: 248.146.161.98, IP out: 142.55.243.226, processing time: 95
Added request with IP in: 17.67.88.5, IP out: 20.214.130.234, processing time: 19
Added request with IP in: 3.158.169.150, IP out: 178.247.24.201, processing time: 54
Added request with IP in: 121.140.239.168, IP out: 20.123.25.178, processing time: 23
Added request with IP in: 37.95.80.112, IP out: 12.205.23.250, processing time: 89
Added request with IP in: 157.254.217.150, IP out: 28.192.184.227, processing time: 60
Added request with IP in: 222.92.140.2, IP out: 79.79.35.113, processing time: 5
Added request with IP in: 251.150.134.28, IP out: 82.162.48.86, processing time: 26
Added request with IP in: 164.129.143.94, IP out: 172.4.152.207, processing time: 23
Added request with IP in: 47.62.165.253, IP out: 249.1.5.255, processing time: 6
Added request with IP in: 213.211.143.37, IP out: 183.44.209.191, processing time: 13
Added request with IP in: 237.173.186.234, IP out: 225.205.189.216, processing time: 70
Added request with IP in: 133.75.65.7, IP out: 119.98.82.221, processing time: 38
Added request with IP in: 9.248.207.80, IP out: 30.146.175.9, processing time: 94
Added request with IP in: 63.29.126.211, IP out: 202.252.194.243, processing time: 20
Added request with IP in: 131.137.158.139, IP out: 127.99.157.46, processing time: 44
Added request with IP in: 114.2.251.202, IP out: 48.68.137.8, processing time: 66
Added request with IP in: 14.136.230.19, IP out: 120.111.212.58, processing time: 34
Added request with IP in: 13.2.81.50, IP out: 82.107.225.244, processing time: 26
Added request with IP in: 9.138.156.62, IP out: 155.164.184.20, processing time: 94
Added request with IP in: 214.48.69.128, IP out: 154.182.227.41, processing time: 63
Added request with IP in: 188.86.110.75, IP out: 114.129.125.47, processing time: 38
Added request with IP in: 182.28.195.10, IP out: 164.211.135.185, processing time: 44
Added request with IP in: 148.89.218.83, IP out: 31.239.109.115, processing time: 90
Added request with IP in: 170.18.151.186, IP out: 6.193.43.61, processing time: 50
Added request with IP in: 89.93.110.211, IP out: 73.95.114.223, processing time: 59
Added request with IP in: 68.89.125.98, IP out: 97.188.155.74, processing time: 23
Added request with IP in: 96.133.16.201, IP out: 203.25.252.186, processing time: 47
Added request with IP in: 45.89.52.200, IP out: 23.159.32.153, processing time: 85
Added request with IP in: 141.102.157.255, IP out: 133.102.46.23, processing time: 17
Added request with IP in: 142.248.99.88, IP out: 247.94.7.68, processing time: 72
Added request with IP in: 192.34.181.77, IP out: 56.37.124.188, processing time: 39
Added request with IP in: 52.152.92.105, IP out: 137.93.192.203, processing time: 47
Added request with IP in: 188.187.52.206, IP out: 33.84.88.17, processing time: 85
Added request with IP in: 130.152.155.40, IP out: 127.173.85.73, processing time: 96
Added request with IP in: 244.73.55.147, IP out: 113.28.201.244, processing time: 85
Added request with IP in: 151.193.21.30, IP out: 130.160.206.83, processing time: 23
Added request with IP in: 92.4.228.48, IP out: 99.104.210.0, processing time: 20
Added request with IP in: 204.113.119.66, IP out: 80.139.211.40, processing time: 44
Added request with IP in: 149.182.4.66, IP out: 217.99.136.16, processing time: 68
Added request with IP in: 39.176.244.109, IP out: 167.30.74.69, processing time: 35
Added request with IP in: 249.42.133.63, IP out: 87.158.25.130, processing time: 15
Added request with IP in: 204.36.254.233, IP out: 42.98.122.112, processing time: 25
Added request with IP in: 223.208.238.161, IP out: 255.108.18.105, processing time: 34
Added request with IP in: 205.69.30.62, IP out: 213.20.115.45, processing time: 42
Added request with IP in: 191.204.244.185, IP out: 47.6.73.177, processing time: 11
Added request with IP in: 177.240.242.205, IP out: 101.80.146.255, processing time: 79
Added request with IP in: 2.40.184.145, IP out: 231.243.22.142, processing time: 52
Added request with IP in: 214.129.245.136, IP out: 122.83.225.124, processing time: 44
Added request with IP in: 134.239.156.128, IP out: 91.210.18.17, processing time: 95
Added request with IP in: 81.22.231.117, IP out: 243.138.214.169, processing time: 18
Added request with IP in: 89.131.66.61, IP out: 151.196.155.187, processing time: 96
Added request with IP in: 112.5.148.94, IP out: 225.42.221.33, processing time: 92
Added request with IP in: 93.237.115.2, IP out: 238.140.177.96, processing time: 15
Added request with IP in: 9.37.183.85, IP out: 125.232.212.117, processing time: 91
Added request with IP in: 141.74.74.117, IP out: 19.166.217.33, processing time: 33
Added request with IP in: 194.152.90.177, IP out: 211.102.67.151, processing time: 69
Added request with IP in: 189.150.177.81, IP out: 55.164.149.40, processing time: 97
Added request with IP in: 240.50.251.181, IP out: 108.42.177.152, processing time: 53
Added request with IP in: 73.127.45.52, IP out: 18.145.89.166, processing time: 47
Added request with IP in: 163.186.63.118, IP out: 99.237.47.78, processing time: 25
Added request with IP in: 208.60.83.13, IP out: 190.143.163.62, processing time: 10
Added request with IP in: 40.227.65.211, IP out: 7.161.128.253, processing time: 62
Added request with IP in: 60.177.196.18, IP out: 147.131.194.137, processing time: 11
Added request with IP in: 142.38.7.162, IP out: 232.84.8.81, processing time: 8
Added request with IP in: 44.252.229.103, IP out: 160.229.210.175, processing time: 77
Added request with IP in: 204.112.6.52, IP out: 195.160.189.86, processing time: 61
Added request with IP in: 13.81.114.109, IP out: 153.133.127.8, processing time: 25
Added request with IP in: 185.199.170.190, IP out: 74.169.100.142, processing time: 35
Added request with IP in: 97.4.243.201, IP out: 152.254.4.100, processing time: 68
Added request with IP in: 140.50.156.105, IP out: 5.129.150.196, processing time: 95
Added request with IP in: 95.255.201.49, IP out: 241.139.16.205, processing time: 76
Added request with IP in: 196.42.213.239, IP out: 16.85.149.251, processing time: 67
Added request with IP in: 80.112.75.229, IP out: 118.147.149.216, processing time: 39
Added request with IP in: 183.173.173.42, IP out: 12.93.117.228, processing time: 74
Added request with IP in: 207.156.5.135, IP out: 11.78.98.92, processing time: 31
Added request with IP in: 2.246.117.149, IP out: 211.68.77.203, processing time: 56
Added request with IP in: 131.128.21.177, IP out: 218.154.23.156, processing time: 1
Added request with IP in: 171.174.108.208, IP out: 208.81.200.136, processing time: 72
Added request with IP in: 186.62.26.119, IP out: 50.18.153.40, processing time: 60
Added request with IP in: 190.173.108.225, IP out: 16.254.209.133, processing time: 94
Added request with IP in: 125.226.33.225, IP out: 234.101.232.28, processing time: 84
Added request with IP in: 191.253.66.44, IP out: 213.83.121.254, processing time: 55
Added request with IP in: 195.1.66.231, IP out: 187.181.113.176, processing time: 89
Added request with IP in: 35.214.57.36, IP out: 183.123.163.162, processing time: 7
Added request with IP in: 47.144.112.138, IP out: 201.126.136.248, processing time: 15
Added request with IP in: 221.120.73.122, IP out: 39.49.174.130, processing time: 93
Added request with IP in: 134.123.96.31, IP out: 189.7.253.202, processing time: 69
Added request with IP in: 125.234.121.93, IP out: 121.16.244.175, processing time: 80
Added request with IP in: 190.59.180.237, IP out: 245.210.238.8, processing time: 55
Added request with IP in: 143.18.245.183, IP out: 48.118.226.2, processing time: 55
Added request with IP in: 64.72.230.5, IP out: 86.167.255.84, processing time: 6
Added request with IP in: 237.182.210.62, IP out: 233.144.160.109, processing time: 63
Added request with IP in: 71.53.133.144, IP out: 147.66.84.4, processing time: 2
Added request with IP in: 110.176.158.92, IP out: 91.116.127.167, processing time: 76
Added request with IP in: 251.22.16.36, IP out: 145.238.53.47, processing time: 8
Added request with IP in: 30.149.39.250, IP out: 105.121.224.138, processing time: 49
Added request with IP in: 108.62.69.239, IP out: 197.60.31.177, processing time: 31
Added request with IP in: 163.153.108.245, IP out: 94.90.70.226, processing time: 44
Added request with IP in: 235.83.205.82, IP out: 5.253.231.66, processing time: 38
Added request with IP in: 115.228.200.53, IP out: 112.103.228.128, processing time: 8
Added request with IP in: 95.70.108.159, IP out: 10.155.94.51, processing time: 97
Added request with IP in: 16.111.56.163, IP out: 53.211.67.195, processing time: 51
Added request with IP in: 205.124.210.203, IP out: 133.96.114.163, processing time: 49
Added request with IP in: 47.10.237.108, IP out: 145.16.48.63, processing time: 3
Added request with IP in: 65.179.213.19, IP out: 178.213.125.176, processing time: 31
Added request with IP in: 119.205.215.62, IP out: 199.184.94.193, processing time: 31
Added request with IP in: 177.224.239.52, IP out: 135.190.249.213, processing time: 14
Added request with IP in: 161.34.249.98, IP out: 86.239.76.101, processing time: 19
Added request with IP in: 229.2.230.127, IP out: 31.31.162.14, processing time: 75
Added request with IP in: 0.187.247.212, IP out: 125.218.49.75, processing time: 9
Added request with IP in: 157.104.38.179, IP out: 158.186.31.211, processing time: 80
Added request with IP in: 132.191.235.243, IP out: 9.51.215.182, processing time: 29
Added request with IP in: 0.154.25.212, IP out: 208.75.217.173, processing time: 23
Added request with IP in: 244.185.76.78, IP out: 181.76.120.120, processing time: 54
Added request with IP in: 23.194.208.61, IP out: 20.66.162.209, processing time: 60
Added request with IP in: 35.185.181.254, IP out: 208.227.206.46, processing time: 37
Added request with IP in: 41.125.44.49, IP out: 45.251.233.73, processing time: 45
Added request with IP in: 241.16.249.248, IP out: 25.9.111.112, processing time: 17
Added request with IP in: 113.189.123.14, IP out: 35.85.91.93, processing time: 25
Added request with IP in: 121.204.121.175, IP out: 157.120.13.177, processing time: 0
Added request with IP in: 29.208.214.25, IP out: 165.28.183.198, processing time: 56
Added request with IP in: 252.168.18.24, IP out: 132.228.210.248, processing time: 64
Added request with IP in: 148.227.114.60, IP out: 120.182.65.190, processing time: 97
Added request with IP in: 0.118.125.178, IP out: 185.135.150.63, processing time: 48
Added request with IP in: 239.10.192.72, IP out: 236.102.74.219, processing time: 4
Added request with IP in: 100.40.47.81, IP out: 182.219.88.193, processing time: 50
Added request with IP in: 156.150.71.23, IP out: 85.137.149.203, processing time: 50
Added request with IP in: 134.245.170.173, IP out: 195.152.104.130, processing time: 76
Added request with IP in: 96.140.93.75, IP out: 61.40.82.84, processing time: 12
Added request with IP in: 49.52.228.44, IP out: 17.28.242.14, processing time: 54
Added request with IP in: 118.228.202.246, IP out: 158.133.28.234, processing time: 97
Added request with IP in: 24.233.253.69, IP out: 102.181.104.255, processing time: 4
Added request with IP in: 43.215.59.214, IP out: 111.67.201.30, processing time: 81
Added request with IP in: 72.254.85.159, IP out: 236.9.236.195, processing time: 48
Added request with IP in: 225.245.250.68, IP out: 234.251.12.201, processing time: 65
Added request with IP in: 24.20.49.3, IP out: 250.238.68.19, processing time: 78
Added request with IP in: 153.171.187.103, IP out: 190.94.22.151, processing time: 99
Added request with IP in: 53.63.102.30, IP out: 66.167.26.165, processing time: 9
Added request with IP in: 180.120.142.45, IP out: 48.213.255.160, processing time: 29
Added request with IP in: 119.90.71.35, IP out: 197.120.56.101, processing time: 53
Added request with IP in: 234.106.244.230, IP out: 56.64.158.227, processing time: 83
Added request with IP in: 9.30.245.211, IP out: 178.185.203.134, processing time: 47
Added request with IP in: 11.188.24.93, IP out: 206.128.52.232, processing time: 7
Added request with IP in: 84.214.124.74, IP out: 53.210.165.58, processing time: 73
Added request with IP in: 100.4.53.218, IP out: 172.118.37.141, processing time: 22
Added request with IP in: 169.70.94.48, IP out: 53.189.166.38, processing time: 5
Added request with IP in: 227.222.110.70, IP out: 126.216.179.130, processing time: 76
Added request with IP in: 189.69.13.117, IP out: 253.164.61.12, processing time: 53
Added request with IP in: 23.57.155.141, IP out: 136.216.24.154, processing time: 24
Added request with IP in: 148.234.219.104, IP out: 181.237.239.153, processing time: 30
Added request with IP in: 54.139.7.186, IP out: 3.64.83.171, processing time: 66
Added request with IP in: 16.235.161.11, IP out: 49.19.101.98, processing time: 0
Added request with IP in: 162.197.7.23, IP out: 186.129.216.234, processing time: 44
Added request with IP in: 134.171.144.15, IP out: 188.115.20.133, processing time: 70
Added request with IP in: 240.240.44.43, IP out: 82.141.170.131, processing time: 85
Added request with IP in: 206.110.51.131, IP out: 209.241.22.92, processing time: 16
Added request with IP in: 76.134.13.115, IP out: 90.114.67.216, processing time: 98
Added request with IP in: 179.30.85.66, IP out: 41.53.44.149, processing time: 55
Added request with IP in: 34.79.0.13, IP out: 176.150.84.247, processing time: 33
Added request with IP in: 78.160.118.74, IP out: 219.229.135.12, processing time: 57
Added request with IP in: 166.150.170.84, IP out: 102.173.72.185, processing time: 76
Added request with IP in: 85.119.130.129, IP out: 47.169.50.39, processing time: 78
Added request with IP in: 172.243.170.4, IP out: 152.99.8.72, processing time: 66
Added request with IP in: 180.81.75.164, IP out: 26.148.154.235, processing time: 57
Added request with IP in: 70.208.156.169, IP out: 239.42.103.83, processing time: 11
Added request with IP in: 131.234.190.188, IP out: 0.219.85.17, processing time: 78
Added request with IP in: 93.182.113.141, IP out: 173.119.208.90, processing time: 14
Added request with IP in: 225.249.125.153, IP out: 16.84.76.124, processing time: 19
Added request with IP in: 122.36.5.238, IP out: 160.34.171.234, processing time: 37
Added request with IP in: 168.142.33.192, IP out: 41.61.93.146, processing time: 33
Added request with IP in: 192.116.121.186, IP out: 162.213.9.7, processing time: 91
Added request with IP in: 23.179.245.108, IP out: 152.52.143.113, processing time: 20
Added request with IP in: 196.144.255.180, IP out: 3.237.211.226, processing time: 62
Added request with IP in: 22.173.163.14, IP out: 126.171.112.73, processing time: 33
Added request with IP in: 111.96.228.42, IP out: 54.129.237.144, processing time: 97
Added request with IP in: 35.115.150.19, IP out: 5.42.34.220, processing time: 31
Added request with IP in: 18.2.171.201, IP out: 154.102.66.10, processing time: 88
Added request with IP in: 185.250.58.208, IP out: 122.192.75.146, processing time: 89
Added request with IP in: 41.30.229.240, IP out: 155.50.106.64, processing time: 73
Added request with IP in: 34.85.58.47, IP out: 67.162.56.51, processing time: 77
Added request with IP in: 25.125.214.34, IP out: 20.116.212.91, processing time: 4
Added request with IP in: 192.241.46.24, IP out: 108.224.184.221, processing time: 58
Added request with IP in: 170.202.148.253, IP out: 141.75.166.235, processing time: 0
Added request with IP in: 14.210.194.19, IP out: 100.151.108.51, processing time: 54
Added request with IP in: 23.103.183.175, IP out: 35.254.129.127, processing time: 60
Added request with IP in: 153.98.158.158, IP out: 135.94.166.134, processing time: 15
Added request with IP in: 79.25.189.201, IP out: 129.189.162.125, processing time: 47
Added request with IP in: 39.178.248.67, IP out: 213.39.97.97, processing time: 80
Added request with IP in: 250.111.214.166, IP out: 177.171.56.174, processing time: 30
Added request with IP in: 62.17.88.163, IP out: 225.80.171.28, processing time: 55
Added request with IP in: 213.29.193.173, IP out: 98.118.18.142, processing time: 46
Added request with IP in: 206.170.61.190, IP out: 160.215.110.242, processing time: 7
Added request with IP in: 217.98.105.67, IP out: 235.223.213.213, processing time: 38
Added request with IP in: 107.187.202.247, IP out: 198.93.162.161, processing time: 0
Added request with IP in: 182.155.36.216, IP out: 110.43.96.61, processing time: 26
Added request with IP in: 2.164.86.218, IP out: 90.212.165.224, processing time: 35
Added request with IP in: 147.145.53.92, IP out: 87.94.127.148, processing time: 57
Added request with IP in: 235.133.6.224, IP out: 113.92.90.49, processing time: 13
Added request with IP in: 102.17.52.25, IP out: 203.24.199.89, processing time: 14
Added request with IP in: 91.233.235.23, IP out: 208.24.1.100, processing time: 93
Added request with IP in: 63.110.109.19, IP out: 26.111.166.251, processing time: 60
Added request with IP in: 139.20.132.223, IP out: 165.17.44.138, processing time: 54
Added request with IP in: 249.238.72.145, IP out: 148.196.83.150, processing time: 18
Added request with IP in: 165.131.153.170, IP out: 31.158.155.172, processing time: 57
Added request with IP in: 65.250.52.110, IP out: 124.15.22.25, processing time: 85
Added request with IP in: 235.74.142.65, IP out: 198.36.248.65, processing time: 29
